insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2838339879',-54.973129,-70.271559,150,'Volcán Fueguino o Cook',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1728615873',-15.401667,-72.906111,0,'Volcán Solimana (Ver Nevado Solimana)',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1728615860',-15.225278,-72.631944,0,'Volcán Firula (Ver Nevado Firula)',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2351738930',-15.484966,-72.378770,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2351738934',-15.485754,-72.353402,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1728615877',-15.316011,-72.433427,0,'Volcán Yana Mauras',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2351738893',-15.481422,-72.349676,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1728615870',-15.425937,-72.339485,0,'Volcán Puca Mauras (Ver Cerro Puca Mauras)',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1728615855',-15.365833,-72.346667,0,'Volcán Callhua Mauras',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1728615868',-15.289722,-72.461111,0,'Volcán Pabellón Mauras',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1728615866',-15.260556,-72.484722,0,'Volcán Misahuana Mauras',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3148369852',-14.736571,-72.825812,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3148369654',-14.722242,-72.797105,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3148369485',-14.704696,-72.809681,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3148369426',-14.700411,-72.783867,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3148369353',-14.688468,-72.816661,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3148369221',-14.669169,-72.783369,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3148369220',-14.624422,-72.789579,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1728615865',-15.480029,-72.017360,0,'Volcán Marhuas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('467493076',-15.301401,-71.830158,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('467493166',-15.385828,-71.814709,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('467492369',-15.294447,-71.795483,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('467514885',-14.893069,-72.099418,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1728615871',-14.165556,-71.355833,0,'Volcán Quinsachata',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1692245432',-14.163852,-71.354857,3923,'Volcán Quimsachata',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1728615875',-17.025000,-70.371944,0,'Volcán Tutupaca',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1605599566',-19.779225,-66.480207,5438,'Nuevo Mundo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1554680607',8.807431,-82.540902,3474,'Volcán Barú',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('302364254',12.982058,-87.567448,859,'Volcán Cosigüina',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('267127808',13.813932,-89.632503,1952,'Volcán de Izalco',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2601778558',13.851420,-89.629021,2381,'Volcán de Santa Ana',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3969616060',13.807142,-89.594051,1480,'Volcán San Marcelino',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2601741115',13.737242,-89.286112,1893,'Volcan de San Salvador',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2701052913',13.672089,-89.047129,0,'Ilopango',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2601814929',14.118022,-89.726963,1775,'Volcán de Chingo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2601741126',13.418750,-88.470017,1449,'Volcán de Usulután',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('308200481',13.432022,-88.271737,2129,'Chaparrastique',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2701438791',13.429005,-88.105637,181,'Laguna Aramuaca',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2601741121',13.596389,-88.837949,2181,'Volcán de San Vicente',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2601741167',13.439737,-88.532475,1172,'Taburete',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2601741170',13.466472,-88.432600,1640,'El Tigre',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2701431001',13.493217,-88.497844,1593,'Tecapa',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2601693541',13.476746,-88.318396,1300,'Volcán de Chinameca',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2601812618',13.280290,-87.829252,1449,'Volcán de Conchagua',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2701038247',13.233586,-87.765118,505,'Conchagüita',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('321618444',13.273324,-87.637743,0,'Cerro Tigre',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('361188735',10.441980,-84.688138,1140,'Cerro Chato',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('276216895',10.462691,-84.702978,1657,'Volcán Arenal',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('276225138',10.300017,-84.366088,2183,'Volcán Platanar',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('582825569',10.133998,-84.105567,2906,'Volcán Barva',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('276217780',10.197815,-84.230298,2708,'Volcán Poás',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3882863443',10.811487,-85.316366,1916,'Volcán Santa María',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4136447807',10.745602,-85.148363,2028,'Volcán Miravalles',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('367992484',10.830667,-85.336527,1806,'Rincón de la Vieja',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4136805713',10.700017,-85.019831,1916,'Volcán Tenorio',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('276232612',10.979419,-85.468017,1659,'Volcán Orosí',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('175897820',11.539009,-85.622581,1610,'Concepción',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2894568645',11.737226,-85.815250,625,'Volcán Zapatera',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2123292734',11.982353,-86.168878,635,'Volcán Masaya',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4075177927',11.985945,-86.173081,590,'Volcán Santiago',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2123292729',11.982352,-86.161907,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2123292740',12.000483,-86.179699,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('484783342',11.823687,-85.969405,0,'Volcan Mombacho',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2808952757',12.351250,-86.473692,389,'Volcán Momotombito',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('310185817',12.488936,-86.668825,1050,'Volcán del Hoyo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2461173994',12.578753,-86.816909,844,'Volcán Santa Clara',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1199504508',12.507822,-86.703288,627,'Cerro Negro',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2752678836',12.497033,-86.687635,948,'Volcán Las Pilas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('303539079',12.424701,-86.538495,1279,'Volcano Momotombo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2401832389',12.703372,-87.043586,1105,'Chonco',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('302519463',12.703497,-87.002864,1745,'Volcán San Cristóbal',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('301977969',12.604408,-86.844168,0,'Volcán Telica',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2473666538',12.630288,-86.845450,725,'Cerro de Aguerro',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3913530351',12.186716,-86.340547,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2117610415',12.242769,-86.341664,0,'Volcan Apoyeque',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3913514753',12.232592,-86.295513,0,'Cerro Chiltepe',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('175897822',11.444517,-85.511972,1394,'Volcán Maderas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1671398693',9.981446,-83.847657,3432,'Volcán Irazú',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('276219356',10.019555,-83.763042,3329,'Volcan Turrialba',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3706989750',-6.735511,-76.226770,0,'Sunicocha',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3300279595',-0.849623,-78.899650,3914,'Quilotoa',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('271141312',-1.783626,-78.615380,3336,'Tulabug',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('249414631',-2.004938,-78.341677,5280,'Sangay',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3255108269',-1.671958,-78.410167,5319,'El Altar',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('58959434',-1.469346,-78.816901,6268,'Chimborazo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1815344324',-1.466911,-78.449212,5016,'Tungurahua',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('249408717',-1.407810,-78.750887,5018,'Carihuairazo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2576976211',-1.150381,-78.725003,4116,'Gallourcu',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('58981085',-0.663135,-78.715914,5248,'Illiniza Sur',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('344730641',-0.649230,-78.720360,5126,'Illiniza Norte',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('249418469',-0.680595,-78.437764,5897,'Cotopaxi',3);
